OBJECTID,ID,HOSPITAL_ NAME,ADDRESS,CITY,STUSPS,ZIP,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,ST_FIPS,OWNER,BEDS,TRAUMA,HELIPAD,ZCTA5CE10
4024,167795482,UKIAH VALLEY MEDICAL CENTER/HOSPITAL DRIVE,275 HOSPITAL DRIVE,UKIAH,CA,95482,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,67,MENDOCINO,6045,USA,39.15290589,-123.2028083,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2019-05-09T00:00:00.000Z,http://www.adventisthealth.org,6,NON-PROFIT,67,NOT AVAILABLE,Y,95482
4025,177702254,BOSTON CHILDREN'S,9 HOPE AVENUE,WALTHAM,MA,2254,(781) 355-8555,CHILDREN,OPEN,11,MIDDLESEX,25017,USA,42.369124,-71.249607,622110,"CHILDREN'S HOSPITALS, GENERAL",http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,2018-08-16T00:00:00.000Z,IMAGERY,2019-05-09T00:00:00.000Z,http://www.childrenshospital.org/,25,NON-PROFIT,11,NOT AVAILABLE,N,2254
4026,172435046,ST VINCENTS CHILTON,2030 LAY DAM ROAD,CLANTON,AL,35046,(205) 258-4400,GENERAL ACUTE CARE,OPEN,26,CHILTON,1021,USA,32.880286,-86.62279,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://dph1.adph.state.al.us/FacilitiesDirectory,2018-08-09T00:00:00.000Z,IMAGERY,2019-05-09T00:00:00.000Z,http://www.stvhs.com/,1,PROPRIETARY,26,NOT AVAILABLE,Y,35046
4027,176106810,CONNECTICUT CHILDBIRTH & WOMEN'S CENTER,94 LOCUST AVE,DANBURY,CT,6810,(203) 748-6000,WOMEN,OPEN,-999,FAIRFIELD,9001,USA,41.404395,-73.447181,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.elicense.ct.gov/Lookup/GenerateRoster.aspx,2018-08-13T00:00:00.000Z,IMAGERY,2019-05-09T00:00:00.000Z,http://www.ctbirthcenter.com/,9,PROPRIETARY,,NOT AVAILABLE,Y,6810
4028,172546214,ASSURANCE PSYCHIATRIC HOSPITAL,900 NORTH HIGH SCHOOL ROAD,INDIANAPOLIS,IN,46214,(317) 982-3715,PSYCHIATRIC,OPEN,23,MADISON,18095,USA,39.777528,-86.273313,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,2018-08-16T00:00:00.000Z,IMAGERY,2019-05-09T00:00:00.000Z,http://www.assurancehealthsystem.com/,18,PROPRIETARY,23,NOT AVAILABLE,N,46214
4029,178959701,ACADIA MONTANA,55 BASIN CREEK ROAD,BUTTE,MT,59701,(406) 494-4183,PSYCHIATRIC,OPEN,108,SILVER BOW,30093,USA,45.933282,-112.510929,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://dphhs.mt.gov/qad/healthcarefacilitieslist,2018-08-09T00:00:00.000Z,IMAGERY,2019-05-09T00:00:00.000Z,http://www.acadiamontana.com/,30,PROPRIETARY,108,NOT AVAILABLE,N,59701
4030,180696929,GUAM REGIONAL MEDICAL CITY,133 ROUTE 3,DEDEDO,GU,96929,(671) 645-5500,GENERAL ACUTE CARE,OPEN,-999,GUAM,NOT AVAILABLE,GUM,13.525133,144.823076,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.medicare.gov/widgets/xubh-q36u,2019-05-22T00:00:00.000Z,IMAGERY,2019-05-09T00:00:00.000Z,http://www.grmc.gu/,66,NON-PROFIT,,NOT AVAILABLE,N,96929
4031,120712946,ADIRONDACK MEDICAL CENTER-LAKE PLACID SITE,CHURCH STREET,LAKE PLACID,NY,12946,NOT AVAILABLE,GENERAL ACUTE CARE,CLOSED,-999,ESSEX,36031,USA,44.26724503,-73.98186928,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,IMAGERY/OTHER,2015-02-24T00:00:00.000Z,NOT AVAILABLE,36,NOT AVAILABLE,,NOT AVAILABLE,Y,12946
4032,2937203,SELECT SPECIALTY HOSPITAL - NASHVILLE,"2000 HAYES STREET, SUITE 500",NASHVILLE,TN,37203,(615) 284-4599,LONG TERM CARE,OPEN,70,DAVIDSON,47037,USA,36.15276546,-86.80116326,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,https://apps.health.tn.gov/FacilityListings,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-03-13T00:00:00.000Z,http://nashville.selectspecialtyhospitals.com/,47,PROPRIETARY,70,NOT AVAILABLE,Y,37203
4033,14867214,SELECT SPECIALTY HOSPITAL WICHITA,"929 NORTH ST FRANCIS, 5TH & 6TH FLOORS",WICHITA,KS,67214,(316) 261-8303,LONG TERM CARE,OPEN,60,SEDGWICK,20173,USA,37.69947056,-97.33130622,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.kdheks.gov/bhfr/fac_list/,2018-08-16T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.selectspecialtyhospitals.com/company/locations/wichita.a spx,20,PROPRIETARY,60,NOT AVAILABLE,Y,67214
4034,47578224,PAM SPECIALTY HOSPITAL OF SAN ANTONIO,"7400 BARLITE BOULEVARD, 2ND  FLOOR",SAN ANTONIO,TX,78224,(210) 921-3550,GENERAL ACUTE CARE,OPEN,26,BEXAR,48029,USA,29.35335835,-98.54539199,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.warmsprings.org/our-facilities/hospitals/warm-springs-specialty-hospital-san-antonio/,48,PROPRIETARY,26,NOT AVAILABLE,Y,78224
4035,102640475,BAPTIST HEALTH RICHMOND,801 EASTERN BYPASS,RICHMOND,KY,40475,(859) 623-3131,GENERAL ACUTE CARE,OPEN,105,MADISON,21151,USA,37.73092301,-84.29236928,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,2018-08-11T00:00:00.000Z,IMAGERY/OTHER,2015-05-12T00:00:00.000Z,NOT AVAILABLE,21,PROPRIETARY,105,NOT AVAILABLE,Y,40475
4036,51077478,HOSPITAL FOR SURGICAL EXCELLENCE OF OAKBEND MEDICAL CENTER,"1211 HIGHWAY 6 SOUTH, SUITE 70",SUGAR LAND,TX,77478,(281) 243-1000,GENERAL ACUTE CARE,OPEN,6,FORT BEND,48157,USA,29.60525569,-95.63617526,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY/OTHER,2014-02-07T00:00:00.000Z,https://www.oakbendmedcenter.org/surgical-excellence/,48,PROPRIETARY,6,NOT AVAILABLE,N,77478
4037,135777055,EFFICACY HEALTH SERVICES LLC,"8850 LONG POINT ROAD, 6TH FLOOR",HOUSTON,TX,77055,NOT AVAILABLE,GENERAL ACUTE CARE,CLOSED,-999,HARRIS,48201,USA,29.80399811,-95.50873347,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.state.tx.us/chs/hosp/hosp2.shtm,2014-09-23T00:00:00.000Z,IMAGERY,2014-12-09T00:00:00.000Z,NOT AVAILABLE,48,PROPRIETARY,,NOT AVAILABLE,N,77055
4038,127744621,"TEN LAKES CENTER, LLC","819 NORTH FIRST STREET, 3RD FLOOR",DENNISON,OH,44621,(740) 922-7499,PSYCHIATRIC,OPEN,16,TUSCARAWAS,39157,USA,40.40125686,-81.33634548,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2015-03-11T00:00:00.000Z,http://www.tenlakescenter.com/,39,PROPRIETARY,16,NOT AVAILABLE,Y,44621
4039,80476028,BAYLOR EMERGENCY MEDICAL CENTER,"12500 SOUTH FREEWAY, SUITE 100",BURLESON,TX,76028,(214) 294-6250,GENERAL ACUTE CARE,OPEN,8,TARRANT,48439,USA,32.57542408,-97.32118572,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY/OTHER,2017-01-17T00:00:00.000Z,http://www.bayloremc.com/,48,PROPRIETARY,8,NOT AVAILABLE,N,76028
4040,156346805,VIBRA HOSPITAL OF FORT WAYNE,"2200 RANDALLIA DRIVE, 5TH FLOOR",FORT WAYNE,IN,46805,(260) 399-2900,LONG TERM CARE,OPEN,-999,ALLEN,18003,USA,41.09617146,-85.11021903,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,2018-08-16T00:00:00.000Z,IMAGERY/OTHER,2015-03-30T00:00:00.000Z,NOT AVAILABLE,18,PROPRIETARY,48,NOT AVAILABLE,Y,46805
4041,54075711,EAST TEXAS MEDICAL CENTER SPECIALTY HOSPITAL,"1000 SOUTH BECKHAM AVENUE, 5TH FLOOR",TYLER,TX,75711,(903) 596-3004,LONG TERM CARE,OPEN,36,SMITH,48423,USA,32.33835568,-95.29103688,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.etmc.org,48,NON-PROFIT,36,NOT AVAILABLE,Y,75711
4042,54275701,TYLER CONTINUE CARE HOSPITAL,"800 EAST DAWSON, 4TH FLOOR",TYLER,TX,75701,(903) 531-4943,LONG TERM CARE,OPEN,51,SMITH,48423,USA,32.34262743,-95.29085002,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.continuecare.org,48,NON-PROFIT,51,NOT AVAILABLE,Y,75701
4043,58975218,KINDRED HOSPITAL - WHITE ROCK,"9440 POPPY DRIVE, 5TH FLOOR SOUTH",DALLAS,TX,75218,(214) 324-6730,LONG TERM CARE,OPEN,25,DALLAS,48113,USA,32.83448662,-96.70583767,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.khwhiterock.com,48,PROPRIETARY,25,NOT AVAILABLE,N,75218
4044,74675042,SELECT SPECIALTY HOSPITAL - DALLAS (GARLAND),"2300 MARIE CURIE, 3W & 3E FLOORS",GARLAND,TX,75042,(469) 334-0853,LONG TERM CARE,OPEN,40,DALLAS,48113,USA,32.91934267,-96.66137745,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY,2016-12-05T00:00:00.000Z,http://dallasgarland.selectspecialtyhospitals.com/,48,PROPRIETARY,40,NOT AVAILABLE,Y,75042
4045,75076208,ATRIUM MEDICAL CENTER,"2813 SOUTH MAYHILL ROAD, 2ND FLOOR",DENTON,TX,76208,(940) 320-2300,LONG TERM CARE,OPEN,13,DENTON,48121,USA,33.17414683,-97.08674805,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY,2016-12-06T00:00:00.000Z,http://www.atriumhealthcare.net/,48,PROPRIETARY,13,NOT AVAILABLE,N,76208
4046,3680210,KINDRED HOSPITAL - DENVER SOUTH,"2525 S DOWNING RD, 3RD FLOOR",DENVER,CO,80210,(303) 715-7373,LONG TERM CARE,OPEN,37,DENVER,8031,USA,39.67032342,-104.9746647,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.hfemsd2.dphe.state.co.us/hfd2003/homebase.aspx?Ftype=hospital&Do=list,2018-08-13T00:00:00.000Z,IMAGERY,2017-11-29T00:00:00.000Z,https://www.kindredhealthcare.com/locations/transitional-care-hospitals/kindred-hospital-denver-south,8,PROPRIETARY,37,NOT AVAILABLE,Y,80210
4047,3780218,EATING RECOVERY CENTER A BEHAVIORAL HOSPITAL,"1830 FRANKLIN STREET, SUITE 500",DENVER,CO,80218,(303) 825-8584,PSYCHIATRIC,OPEN,-999,DENVER,8031,USA,39.74558492,-104.9680311,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.hfemsd2.dphe.state.co.us/hfd2003/homebase.aspx?Ftype=hospital&Do=list,2018-08-13T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.eatingrecoverycenter.com/,8,PROPRIETARY,,NOT AVAILABLE,Y,80218
4048,9181004,HAVEN BEHAVIORAL HOSPITAL OF SOUTHERN COLO,"1008 MINNEQUA AVENUE, SUITE 6100",PUEBLO,CO,81004,(719) 546-6000,PSYCHIATRIC,OPEN,-999,PUEBLO,8101,USA,38.23376529,-104.6228061,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.hfemsd2.dphe.state.co.us/hfd2003/homebase.aspx?Ftype=hospital&Do=list,2018-08-13T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.havenwarheroes.com/,8,GOVERNMENT - FEDERAL,,NOT AVAILABLE,Y,81004
4049,680011,KINDRED HOSPITAL AURORA,"700 POTOMAC ST, 2ND FLOOR",AURORA,CO,80011,(720) 857-8333,LONG TERM CARE,OPEN,37,ARAPAHOE,8005,USA,39.72813068,-104.8269738,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.hfemsd2.dphe.state.co.us/hfd2003/homebase.aspx?Ftype=hospital&Do=list,2018-08-13T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.khaurora.com/,8,PROPRIETARY,37,NOT AVAILABLE,Y,80011
4050,18830909,DOCTORS HOSPITAL,3651 WHEELER ROAD,AUGUSTA,GA,30909,(706) 651-6008,GENERAL ACUTE CARE,OPEN,354,RICHMOND,13245,USA,33.48615997,-82.09443245,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/,2018-08-09T00:00:00.000Z,IMAGERY,2013-10-16T00:00:00.000Z,http://www.doctors-hospital.net,13,PROPRIETARY,354,LEVEL III,Y,30909
4051,14271201,P & S SURGICAL HOSPITAL,"312 GRAMMONT ST, STE 101",MONROE,LA,71201,(318) 388-4040,GENERAL ACUTE CARE,OPEN,22,OUACHITA,22073,USA,32.50082455,-92.11402732,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2018-08-16T00:00:00.000Z,IMAGERY,2013-10-07T00:00:00.000Z,http://www.pssurgery.com,22,PROPRIETARY,22,NOT AVAILABLE,N,71201
4052,6670554,SAVOY MEDICAL CENTER,"801 POINCIANA AVE, FL 2",MAMOU,LA,70554,(337) 468-4203,GENERAL ACUTE CARE,OPEN,180,EVANGELINE,22039,USA,30.64222524,-92.41787739,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2018-08-16T00:00:00.000Z,IMAGERY,2014-02-11T00:00:00.000Z,http://www.savoymedicalcenter.com,22,PROPRIETARY,180,NOT AVAILABLE,Y,70554
4053,16170546,REHABILITATION HOSPITAL OF JENNINGS,"1 HOSPITAL DR, STE 101",JENNINGS,LA,70546,(337) 821-5353,REHABILITATION,OPEN,16,JEFFERSON DAVIS,22053,USA,30.23993074,-92.66231985,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2018-08-16T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.jenningsrehab.com,22,GOVERNMENT - STATE,16,NOT AVAILABLE,N,70546
4054,17671101,SPECIALISTS HOSPITAL SHREVEPORT,"1500 LINE AVE, STE 206",SHREVEPORT,LA,71101,(318) 213-3800,GENERAL ACUTE CARE,OPEN,15,CADDO,22017,USA,32.49764895,-93.74671417,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2018-08-16T00:00:00.000Z,IMAGERY,2013-10-10T00:00:00.000Z,http://www.specialistshospitalshreveport.com/,22,PROPRIETARY,15,NOT AVAILABLE,N,71101
4055,9695128,CRESTWOOD SAN JOSE PSYCHIATRIC HEALTH FACILITY,"1425 FRUITDALE AVE, SUITE A",SAN JOSE,CA,95128,NOT AVAILABLE,PSYCHIATRIC,OPEN,16,SANTA CLARA,6085,USA,37.31129603,-121.9150166,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.crestwoodbehavioralhealth.com/,6,PROPRIETARY,16,NOT AVAILABLE,N,95128
4056,19146254,"NEUROPSYCHIATRIC HOSPITAL OF INDIANAPOLIS, LLC","6720 PARKDALE PLACE, STE 100",INDIANAPOLIS,IN,46254,(317) 744-9200,PSYCHIATRIC,OPEN,36,MARION,18097,USA,39.82626476,-86.27898734,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,2018-08-16T00:00:00.000Z,IMAGERY,2016-04-27T00:00:00.000Z,http://www.neuropsychiatrichospitals.net/neuropsychiatric-hospital-of-indianapolis/,18,PROPRIETARY,36,NOT AVAILABLE,N,46254
4057,4470601,CALCASIEU OAKS PSYCHIATRIC HOSPITAL,"2837 ERNEST ST, STE A",LAKE CHARLES,LA,70601,(337) 439-8111,PSYCHIATRIC,CLOSED,24,CALCASIEU,22019,USA,30.2043889,-93.22154829,622210,"HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)",http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2012-11-19T00:00:00.000Z,IMAGERY/OTHER,2014-02-11T00:00:00.000Z,NOT AVAILABLE,22,PROPRIETARY,24,NOT AVAILABLE,N,70601
4058,71295817,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-SACRAMENTO,"2600 STOCKTON BLVD, STE B",SACRAMENTO,CA,95817,NOT AVAILABLE,PSYCHIATRIC,OPEN,16,SACRAMENTO,6067,USA,38.55198584,-121.4564434,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2015-01-13T00:00:00.000Z,http://www.crestwoodbehavioralhealth.com/,6,PROPRIETARY,16,NOT AVAILABLE,N,95817
4059,160770812,APOLLO BEHAVIORAL HEALTH HOSPITAL,"7414 SUMRALL DRIVE, SUITE C",BATON ROUGE,LA,70812,(225) 663-2881,PSYCHIATRIC,OPEN,-999,EAST BATON ROUGE,22033,USA,30.51536561,-91.1168349,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2018-08-16T00:00:00.000Z,IMAGERY/OTHER,2015-05-29T00:00:00.000Z,http://www.apollo-bhh.com/,22,NOT AVAILABLE,,NOT AVAILABLE,N,70812
4060,162070722,FELICIANA-AMG SPECIALTY HOSPITAL,"9725 GRACE LANE, BLDG B",CLINTON,LA,70722,(225) 683-1600,SPECIAL,OPEN,-999,EAST FELICIANA,22037,USA,30.83733484,-91.00048639,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,2018-08-16T00:00:00.000Z,IMAGERY/OTHER,2015-05-30T00:00:00.000Z,http://www.amgfeliciana.com/,22,PROPRIETARY,16,NOT AVAILABLE,N,70722
4061,31194609,MPI CHEMICAL DEPENDENCY RECOVERY HOSPITAL,"3012 SUMMIT STREET, 5TH FLOOR",OAKLAND,CA,94609,NOT AVAILABLE,REHABILITATION,OPEN,24,ALAMEDA,6001,USA,37.8193271,-122.2640875,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.altabatessummit.org/mpi/,6,NON-PROFIT,24,NOT AVAILABLE,N,94609
4062,1353715,MERITER HSPTL,202 S PARK ST,MADISON,WI,53715,(608) 417-6210,GENERAL ACUTE CARE,OPEN,426,DANE,55025,USA,43.06521176,-89.40158431,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.dhs.wisconsin.gov/guide/hospital.htm,2018-08-13T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.meriter.com,55,NON-PROFIT,426,LEVEL III,Y,53715
4063,7372205,BAPTIST HEALTH MEDICAL CENTER - LITTLE ROCK,"9601 INTERSTATE 630, EXIT 7",LITTLE ROCK,AR,72205,(501) 202-2200,GENERAL ACUTE CARE,OPEN,783,PULASKI,5119,USA,34.74389335,-92.38065104,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.healthy.arkansas.gov/programsServices/hsLicensingRegulation/HealthFacilityServices/Pages/ProviderLists.aspx,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.baptist-health.org/maps-directions/bhmc-lr,5,NON-PROFIT,783,LEVEL II,Y,72205
4064,63872202,ARKANSAS CHILDREN'S HOSPITAL,"1 CHILDREN'S WAY, SLOT 301",LITTLE ROCK,AR,72202,(501) 364-1100,CHILDREN,OPEN,280,PULASKI,5119,USA,34.74323635,-92.29317669,622110,"CHILDREN'S HOSPITALS, GENERAL",http://www.healthy.arkansas.gov/programsServices/hsLicensingRegulation/HealthFacilityServices/Pages/ProviderLists.aspx,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-12-02T00:00:00.000Z,NOT AVAILABLE,5,NOT AVAILABLE,280,LEVEL I,Y,72202
4065,12902072,KINDRED HOSPITAL NORTHEAST - STOUGHTON,"909 SUMNER STREET, 1ST FLOOR",STOUGHTON,MA,2072,(781) 297-8417,LONG TERM CARE,OPEN,198,NORFOLK,25021,USA,42.1007058,-71.08164806,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,2018-08-16T00:00:00.000Z,IMAGERY,2016-08-02T00:00:00.000Z,http://www.khstoughton.com/,25,PROPRIETARY,198,NOT AVAILABLE,N,2072
4066,16348180,SELECT SPECIALTY HOSPITAL,"10000 TELEGRAPH ROAD, 2ND FLOOR",TAYLOR,MI,48180,NOT AVAILABLE,LONG TERM CARE,CLOSED,40,WAYNE,26163,USA,42.2351692,-83.27534017,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)","http://www.michigan.gov/lara/0,4601,7-154-35299_63294_63302---,00.html",2013-05-01T00:00:00.000Z,IMAGERY/OTHER,2019-04-16T00:00:00.000Z,downriver.selectspecialtyhospitals.com,26,PROPRIETARY,40,NOT AVAILABLE,Y,48180
4067,14728217,CAROLINA CONTINUECARE AT UNIVERSITY,"8800 NORTH TRYON ST, 4TH FLOOR",CHARLOTTE,NC,28217,(704) 863-8300,LONG TERM CARE,OPEN,35,MECKLENBURG,37119,USA,35.30675743,-80.74772609,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,https://www2.ncdhhs.gov/dhsr/reports.htm,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2016-01-28T00:00:00.000Z,http://continuecare.org/charlotte/,37,NON-PROFIT,35,NOT AVAILABLE,Y,28217
4068,14828210,CAROLINA CONTINUECARE AT PINEVILLE,"10648 PARK ROAD, 3RD FLOOR",CHARLOTTE,NC,28210,(704) 667-8050,LONG TERM CARE,OPEN,40,MECKLENBURG,37119,USA,35.09082721,-80.87122558,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,https://www2.ncdhhs.gov/dhsr/reports.htm,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2016-01-28T00:00:00.000Z,http://continuecare.org/pineville/,37,NON-PROFIT,40,NOT AVAILABLE,Y,28210
4069,14927103,SELECT SPECIALTY HOSPITAL - WINSTON SALEM,"3333 SILAS CREEK PARKWAY, 6TH FLOOR",WINSTON SALEM,NC,27103,(336) 760-4668,GENERAL ACUTE CARE,OPEN,42,FORSYTH,37067,USA,36.07472236,-80.29752273,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/reports.htm,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2016-02-22T00:00:00.000Z,http://winstonsalem.selectspecialtyhospitals.com/,37,PROPRIETARY,42,NOT AVAILABLE,Y,27103
4070,617405,SELECT SPECIALTY HOSPITAL CENTRAL PENNSYLVANIA YORK,"1001 S GEORGE STREET, 5TH FLOOR",YORK,PA,17405,(717) 812-2420,GENERAL ACUTE CARE,OPEN,23,YORK,42133,USA,39.94652909,-76.71844629,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,2018-08-09T00:00:00.000Z,IMAGERY,2014-01-06T00:00:00.000Z,http://york.selectspecialtyhospitals.com/,42,PROPRIETARY,23,NOT AVAILABLE,Y,17405
4071,1117822,SELECT SPECIALTY HOSPITAL DANVILLE,"100 ACADEMY AVENUE, MC42-10",DANVILLE,PA,17822,(570) 214-9648,LONG TERM CARE,OPEN,30,MONTOUR,42093,USA,40.96802733,-76.60408313,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,2018-08-09T00:00:00.000Z,IMAGERY/OTHER,2019-04-16T00:00:00.000Z,http://danville.selectspecialtyhospitals.com/,42,PROPRIETARY,30,NOT AVAILABLE,Y,17822
4072,2437218,CURAHEALTH NASHVILLE,"1412 COUNTY HOSPITAL ROAD, B-1",NASHVILLE,TN,37218,(615) 687-2600,LONG TERM CARE,OPEN,60,DAVIDSON,47037,USA,36.17746807,-86.84612428,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,https://apps.health.tn.gov/FacilityListings,2018-08-10T00:00:00.000Z,IMAGERY,2013-09-12T00:00:00.000Z,http://www.khnashville.com/,47,PROPRIETARY,60,NOT AVAILABLE,N,37218
